race|sex|LSAT|UGPA|ZFYA|race_nonwhite|race_simpler
Black|Female|34.0|3.1|-0.35|NonWhite|Black
White|Male|28.0|3.9|0.6|White|White
Black|Female|26.0|2.9|-0.14|NonWhite|Black
Black|Female|26.5|2.8|-2.14|NonWhite|Black
Black|Male|37.0|1.9|-0.96|NonWhite|Black
Black|Female|32.0|2.1|-0.62|NonWhite|Black
Black|Female|20.0|2.7|-0.93|NonWhite|Black
White|Male|31.5|2.4|-0.06|White|White
Black|Female|33.0|3.7|-0.55|NonWhite|Black
White|Female|35.0|2.7|-0.28|White|White
Black|Male|31.5|2.0|-0.68|NonWhite|Black
Black|Male|23.3|3.5|0.21|NonWhite|Black
Black|Female|29.0|2.7|-0.04|NonWhite|Black
Black|Male|32.0|2.2|-0.91|NonWhite|Black
White|Male|39.0|2.5|1.4|White|White
Black|Female|33.0|2.2|-1.41|NonWhite|Black
White|Female|33.0|3.0|-0.72|White|White
Asian|Female|31.0|2.7|0.14|NonWhite|Asian
Black|Female|29.5|2.4|-0.17|NonWhite|Black
Black|Female|30.0|2.6|0.89|NonWhite|Black
Black|Female|28.0|2.7|-0.02|NonWhite|Black
Black|Male|29.0|2.6|-1.18|NonWhite|Black
White|Female|30.3|2.5|-0.43|White|White
Black|Male|32.0|2.6|-0.8|NonWhite|Black
Black|Male|26.0|3.1|-0.05|NonWhite|Black
Black|Male|32.0|3.0|1.22|NonWhite|Black
Black|Female|32.0|3.4|-1.68|NonWhite|Black
Black|Female|39.0|2.2|1.72|NonWhite|Black
Black|Female|29.0|2.6|-1.36|NonWhite|Black
Black|Female|30.0|3.6|-0.02|NonWhite|Black
Black|Female|36.5|2.9|1.59|NonWhite|Black
Black|Female|24.0|2.7|0.57|NonWhite|Black
Black|Male|32.0|3.5|0.59|NonWhite|Black
Black|Female|35.0|2.3|0.46|NonWhite|Black
Black|Female|39.0|3.4|1.61|NonWhite|Black
Other|Female|25.0|3.6|1.73|NonWhite|Other
Black|Female|32.0|3.0|0.46|NonWhite|Black
Black|Female|34.0|2.9|-0.36|NonWhite|Black
Black|Female|28.0|3.0|1.09|NonWhite|Black
Black|Female|35.0|2.7|-0.21|NonWhite|Black
Asian|Female|26.5|3.1|-0.21|NonWhite|Asian
White|Female|32.0|3.0|0.88|White|White
Black|Male|30.0|3.3|1.39|NonWhite|Black
Black|Female|28.0|3.1|2.23|NonWhite|Black
Black|Female|23.5|3.6|-0.52|NonWhite|Black
Black|Male|39.0|2.9|2.6|NonWhite|Black
White|Male|40.0|3.6|0.24|White|White
Black|Male|32.0|2.6|1.44|NonWhite|Black
White|Female|35.0|2.8|2.36|White|White
Black|Female|30.0|2.5|0.18|NonWhite|Black
Black|Female|33.0|2.9|0.44|NonWhite|Black
Black|Male|23.0|3.5|0.8|NonWhite|Black
Black|Male|29.0|2.6|-0.61|NonWhite|Black
Black|Female|32.0|2.7|-1.04|NonWhite|Black
White|Female|35.0|3.0|0.05|White|White
Black|Male|27.5|2.4|-0.45|NonWhite|Black
Black|Male|41.0|2.1|0.71|NonWhite|Black
Black|Male|30.0|2.5|-0.69|NonWhite|Black
Black|Female|29.0|2.4|0.49|NonWhite|Black
Black|Male|34.0|3.1|1.52|NonWhite|Black
Black|Female|32.0|3.2|1.14|NonWhite|Black
Black|Female|26.0|3.0|1.49|NonWhite|Black
Black|Female|30.0|3.4|-2.6|NonWhite|Black
White|Male|40.0|3.7|-0.39|White|White
White|Female|46.0|4.0|1.12|White|White
White|Male|44.5|3.6|0.57|White|White
Black|Male|33.0|3.3|-0.82|NonWhite|Black
White|Male|47.0|3.7|1.22|White|White
Black|Male|35.5|3.6|-0.75|NonWhite|Black
White|Male|45.0|3.1|-0.82|White|White
White|Male|41.0|3.2|-1.21|White|White
White|Female|42.0|4.0|0.37|White|White
White|Female|46.0|3.7|1.55|White|White
White|Female|46.0|2.6|1.22|White|White
White|Male|45.0|3.4|-1.27|White|White
White|Male|45.0|3.6|1.59|White|White
White|Female|48.0|3.6|0.93|White|White
White|Female|41.0|3.7|0.19|White|White
White|Female|41.0|3.6|-0.46|White|White
White|Female|45.0|3.6|1.83|White|White
White|Male|46.0|3.6|0.87|White|White
White|Male|45.0|3.8|-1.31|White|White
White|Male|45.0|3.4|-2.96|White|White
White|Female|43.0|3.8|-0.33|White|White
Other|Female|41.0|3.4|0.3|NonWhite|Other
White|Female|43.0|3.5|-0.53|White|White
White|Male|41.0|3.5|-0.65|White|White
White|Male|44.0|3.2|2.33|White|White
Black|Male|34.0|3.2|-1.48|NonWhite|Black
White|Male|47.0|3.5|0.62|White|White
Hispanic|Male|45.0|3.9|0.09|NonWhite|Latino
White|Female|39.0|3.9|0.23|White|White
White|Female|45.0|3.7|-1.47|White|White
White|Male|34.0|3.6|0.98|White|White
White|Male|45.0|3.5|-1.14|White|White
White|Male|39.0|3.8|-0.27|White|White
White|Male|42.0|3.6|-0.54|White|White
White|Female|39.5|3.6|-0.09|White|White
Other|Male|29.5|3.8|-0.72|NonWhite|Other
Black|Female|28.0|3.1|-1.24|NonWhite|Black
White|Male|42.0|3.1|-0.57|White|White
Black|Female|29.0|2.6|-1.1|NonWhite|Black
White|Male|42.0|3.6|-0.33|White|White
White|Female|44.0|3.6|-0.55|White|White
White|Male|42.0|3.8|0.28|White|White
White|Female|40.0|3.3|-0.78|White|White
White|Female|42.0|3.6|0.27|White|White
Black|Female|34.0|3.7|-1.87|NonWhite|Black
White|Female|44.0|3.6|0.1|White|White
Black|Female|24.0|3.9|-1.21|NonWhite|Black
Black|Male|38.0|3.4|-2.64|NonWhite|Black
Black|Female|36.0|3.5|-0.91|NonWhite|Black
White|Female|46.0|3.6|1.5|White|White
White|Male|42.0|3.0|-0.76|White|White
Hispanic|Male|48.0|3.1|0.99|NonWhite|Latino
Hispanic|Female|41.0|3.7|-0.94|NonWhite|Latino
White|Male|37.0|3.6|0.32|White|White
White|Male|37.0|3.7|-0.19|White|White
White|Male|43.0|3.7|-0.85|White|White
White|Male|44.0|3.2|-1.08|White|White
White|Male|45.0|2.9|0.52|White|White
White|Female|41.0|3.2|0.13|White|White
White|Male|39.0|3.7|0.38|White|White
White|Male|41.0|3.9|0.61|White|White
Asian|Female|40.5|3.5|-0.47|NonWhite|Asian
Hispanic|Female|41.0|3.5|-1.08|NonWhite|Latino
White|Male|44.0|3.9|0.54|White|White
White|Male|45.0|3.2|-0.15|White|White
White|Female|39.5|3.7|-0.72|White|White
White|Male|42.5|3.7|0.07|White|White
White|Male|42.0|3.6|-0.16|White|White
White|Female|39.0|3.4|0.1|White|White
White|Female|44.0|3.2|0.99|White|White
White|Male|43.0|3.7|0.77|White|White
White|Male|44.0|3.7|0.77|White|White
White|Male|42.0|3.1|-0.22|White|White
White|Female|42.0|3.7|-0.03|White|White
White|Female|40.5|3.6|0.45|White|White
White|Male|42.0|3.8|0.51|White|White
White|Female|46.0|3.5|-0.31|White|White
White|Male|42.0|3.5|0.2|White|White
White|Female|44.0|3.8|1.08|White|White
White|Male|46.0|3.3|1.72|White|White
White|Female|46.0|3.4|1.5|White|White
White|Male|46.0|3.5|0.51|White|White
White|Male|41.0|3.8|-1.36|White|White
White|Female|44.0|3.7|0.22|White|White
White|Male|41.0|3.3|-0.25|White|White
White|Female|41.0|3.1|-1.3|White|White
White|Female|48.0|3.4|1.44|White|White
Asian|Male|41.0|3.4|-0.92|NonWhite|Asian
Asian|Female|37.5|3.6|-0.82|NonWhite|Asian
White|Female|48.0|3.7|2.42|White|White
White|Female|35.0|3.5|-0.12|White|White
White|Male|43.0|3.6|0.93|White|White
White|Female|40.0|3.9|-0.12|White|White
White|Male|44.0|3.2|1.66|White|White
White|Male|43.0|3.5|-0.6|White|White
White|Female|44.0|3.4|1.53|White|White
Mexican|Female|31.0|3.4|-1.65|NonWhite|Latino
White|Male|41.0|3.7|-1.84|White|White
White|Female|41.0|3.4|0.54|White|White
White|Female|38.0|3.6|0.26|White|White
White|Male|42.0|3.6|1.34|White|White
White|Male|46.0|3.5|0.0|White|White
Hispanic|Female|40.0|3.9|-0.63|NonWhite|Latino
White|Male|37.7|3.4|0.25|White|White
White|Male|40.0|3.8|0.48|White|White
White|Female|40.0|3.7|-0.16|White|White
White|Male|42.0|3.9|-0.63|White|White
Puertorican|Female|44.0|3.5|0.67|NonWhite|Latino
White|Male|41.0|3.4|0.41|White|White
White|Female|42.0|3.3|-0.15|White|White
White|Female|42.0|3.6|1.63|White|White
Asian|Female|41.0|3.7|0.1|NonWhite|Asian
White|Male|42.0|3.3|1.18|White|White
White|Female|42.0|3.5|0.48|White|White
White|Female|41.0|3.7|0.04|White|White
White|Male|46.0|3.1|1.98|White|White
Asian|Female|43.0|3.4|-0.02|NonWhite|Asian
White|Male|32.5|3.1|-2.06|White|White
White|Male|40.0|3.7|-0.25|White|White
Asian|Male|39.0|3.9|-0.15|NonWhite|Asian
Asian|Male|42.0|3.6|1.69|NonWhite|Asian
White|Female|38.5|3.6|0.74|White|White
Asian|Female|43.0|3.6|0.86|NonWhite|Asian
White|Male|39.0|3.5|1.4|White|White
White|Male|44.0|3.1|0.93|White|White
White|Male|41.0|3.4|-0.6|White|White
White|Female|43.0|3.4|-0.6|White|White
White|Female|41.0|3.6|-1.71|White|White
White|Male|44.0|3.3|0.01|White|White
White|Male|45.0|3.6|0.9|White|White
White|Male|41.0|3.6|-0.22|White|White
White|Male|41.0|3.0|1.34|White|White
Mexican|Male|32.0|3.3|-1.01|NonWhite|Latino
White|Female|40.0|3.8|0.55|White|White
White|Male|47.0|3.5|-0.6|White|White
White|Male|36.0|2.8|-1.07|White|White
White|Male|32.0|3.3|-0.4|White|White
White|Male|39.0|2.8|-0.49|White|White
White|Male|29.5|3.4|0.92|White|White
Asian|Male|37.0|3.0|0.53|NonWhite|Asian
White|Female|35.0|3.6|1.78|White|White
White|Male|29.0|3.3|0.58|White|White
White|Female|39.0|2.4|-0.47|White|White
White|Male|31.0|3.4|0.46|White|White
White|Female|39.0|3.7|1.74|White|White
White|Female|32.0|3.4|-1.21|White|White
White|Male|37.0|2.9|-0.66|White|White
White|Male|30.0|3.4|-1.07|White|White
White|Male|38.0|2.7|-1.07|White|White
White|Female|35.0|3.6|-0.24|White|White
White|Male|34.5|2.5|0.74|White|White
White|Male|38.0|2.5|-0.91|White|White
Black|Male|17.5|3.6|-1.54|NonWhite|Black
White|Male|37.0|3.0|0.51|White|White
White|Female|43.0|4.0|1.51|White|White
White|Male|36.0|3.1|0.51|White|White
White|Male|36.0|2.3|-0.21|White|White
White|Male|41.0|2.5|1.34|White|White
White|Male|26.0|2.6|0.2|White|White
White|Male|39.0|2.8|-0.05|White|White
Asian|Female|36.0|3.4|-0.63|NonWhite|Asian
White|Male|37.0|2.6|-1.24|White|White
White|Male|36.0|2.6|1.6|White|White
White|Male|39.0|3.2|-1.19|White|White
White|Male|37.0|3.3|0.78|White|White
White|Male|39.0|2.7|-1.03|White|White
White|Female|33.5|3.4|-0.54|White|White
White|Male|36.0|3.2|1.11|White|White
White|Female|40.0|3.8|1.71|White|White
White|Female|40.0|3.8|1.11|White|White
White|Male|28.0|3.3|-0.4|White|White
White|Female|37.0|2.4|0.34|White|White
White|Male|35.0|3.1|-0.49|White|White
White|Female|35.5|2.1|0.06|White|White
White|Male|38.0|3.3|-0.73|White|White
White|Male|36.0|3.2|-0.47|White|White
White|Male|28.0|3.3|-0.91|White|White
White|Female|36.0|2.9|-0.91|White|White
White|Female|37.0|2.6|-0.75|White|White
White|Female|36.0|2.6|-0.52|White|White
White|Female|34.5|3.3|-0.82|White|White
White|Male|36.0|3.0|-0.33|White|White
White|Female|35.0|3.7|-0.49|White|White
White|Male|38.0|3.3|0.18|White|White
White|Male|34.5|2.7|0.39|White|White
White|Male|38.0|3.0|-0.08|White|White
White|Female|37.0|4.0|1.88|White|White
White|Male|36.0|2.9|-0.63|White|White
White|Female|39.0|3.7|0.78|White|White
White|Female|41.0|3.6|1.41|White|White
White|Male|37.0|2.6|0.06|White|White
White|Male|42.0|2.6|0.53|White|White
White|Male|36.0|2.7|-0.17|White|White
White|Male|39.0|3.5|0.46|White|White
White|Female|35.0|3.4|0.99|White|White
White|Male|31.0|3.8|0.53|White|White
White|Female|33.5|3.5|0.5|White|White
White|Male|43.0|2.7|-0.13|White|White
White|Female|23.0|3.0|-0.92|White|White
White|Male|38.0|3.3|0.43|White|White
Asian|Male|29.0|2.9|-0.56|NonWhite|Asian
White|Male|41.0|2.7|-1.32|White|White
Asian|Male|35.0|2.6|-0.49|NonWhite|Asian
White|Male|29.5|3.5|-0.03|White|White
Hispanic|Male|36.0|2.8|-1.98|NonWhite|Latino
White|Male|33.0|3.5|-1.15|White|White
Black|Male|28.5|3.0|-1.35|NonWhite|Black
White|Male|40.0|3.0|0.56|White|White
White|Female|39.0|3.0|-0.53|White|White
White|Male|41.0|2.9|0.37|White|White
Asian|Male|31.0|3.2|0.4|NonWhite|Asian
Black|Male|29.0|2.6|-0.86|NonWhite|Black
White|Female|33.0|3.5|0.0|White|White
White|Male|31.0|2.4|-0.72|White|White
White|Male|37.0|3.3|0.96|White|White
White|Male|33.0|3.4|-0.56|White|White
White|Male|34.0|3.6|0.13|White|White
White|Male|38.0|2.8|1.32|White|White
White|Male|34.0|3.7|0.6|White|White
White|Male|39.0|3.2|0.56|White|White
White|Female|34.0|3.4|-0.86|White|White
White|Female|37.0|2.9|0.92|White|White
Other|Female|35.0|2.8|-1.55|NonWhite|Other
Asian|Female|37.0|3.0|0.56|NonWhite|Asian
White|Male|43.0|3.7|2.11|White|White
White|Female|36.0|3.1|0.46|White|White
White|Female|35.0|3.6|0.33|White|White
White|Female|41.0|3.3|-0.13|White|White
White|Male|38.0|3.3|1.32|White|White
White|Female|36.0|3.8|-0.06|White|White
Hispanic|Male|37.0|3.3|1.78|NonWhite|Latino
Hispanic|Female|32.0|3.1|-1.38|NonWhite|Latino
Asian|Female|40.0|2.9|-0.43|NonWhite|Asian
White|Male|37.0|3.0|0.4|White|White
White|Male|42.0|3.2|-0.46|White|White
White|Female|39.0|2.8|1.42|White|White
White|Male|37.0|3.3|0.6|White|White
White|Male|37.0|2.6|1.69|White|White
White|Female|34.0|3.4|0.79|White|White
White|Male|37.0|3.5|1.95|White|White
White|Male|36.0|3.4|0.07|White|White
White|Male|38.0|3.6|0.4|White|White
Asian|Male|39.0|2.5|0.79|NonWhite|Asian
White|Male|38.5|3.3|1.35|White|White
Black|Male|20.5|2.2|-2.09|NonWhite|Black
Other|Male|30.0|3.5|0.33|NonWhite|Other
White|Female|35.0|3.5|0.07|White|White
White|Female|30.0|2.8|0.2|White|White
White|Male|41.0|2.8|0.56|White|White
White|Female|38.0|3.1|0.3|White|White
Black|Female|32.0|3.3|-1.19|NonWhite|Black
White|Male|38.5|3.5|0.69|White|White
White|Male|36.0|3.5|-0.16|White|White
Black|Female|38.0|3.2|0.79|NonWhite|Black
White|Male|34.0|2.6|1.05|White|White
White|Male|34.0|3.5|-0.66|White|White
Puertorican|Female|32.0|2.5|0.53|NonWhite|Latino
White|Male|40.0|3.1|1.19|White|White
White|Male|44.0|3.1|-0.43|White|White
White|Male|33.0|2.8|-1.32|White|White
White|Male|36.0|3.1|1.62|White|White
White|Female|37.0|3.6|1.62|White|White
White|Male|36.0|3.5|-1.81|White|White
White|Female|33.0|3.1|0.07|White|White
Hispanic|Female|26.0|3.6|-1.05|NonWhite|Latino
White|Male|38.0|2.9|0.99|White|White
White|Female|36.0|3.1|-0.49|White|White
Asian|Female|31.0|3.4|-0.53|NonWhite|Asian
White|Female|30.0|3.6|-0.16|White|White
White|Female|35.0|2.8|0.15|White|White
White|Male|38.0|3.6|0.55|White|White
White|Female|38.0|3.1|0.25|White|White
White|Male|43.0|3.0|0.83|White|White
White|Male|41.0|3.4|-0.74|White|White
White|Male|36.0|3.2|-0.7|White|White
White|Female|35.0|3.2|0.29|White|White
Puertorican|Male|35.0|3.2|-0.1|NonWhite|Latino
White|Female|41.0|3.0|1.22|White|White
White|Female|36.0|3.2|-1.63|White|White
White|Male|40.0|3.3|1.27|White|White
Asian|Male|32.0|3.3|-0.17|NonWhite|Asian
White|Female|35.0|3.6|1.33|White|White
White|Male|39.0|3.6|-0.49|White|White
White|Male|38.0|3.2|0.45|White|White
White|Male|36.0|3.4|0.97|White|White
White|Male|38.0|3.1|-0.94|White|White
White|Male|40.0|3.5|0.54|White|White
White|Female|35.0|3.0|-1.59|White|White
White|Male|38.0|2.8|-1.45|White|White
White|Female|40.0|3.2|0.08|White|White
White|Male|35.0|3.9|1.47|White|White
White|Female|36.0|3.5|-0.98|White|White
White|Male|35.0|3.7|-0.79|White|White
White|Male|44.0|2.8|-0.07|White|White
White|Male|40.0|2.8|0.41|White|White
White|Male|41.0|3.2|1.04|White|White
White|Female|37.0|3.4|0.19|White|White
White|Male|36.0|3.2|-0.05|White|White
White|Female|37.0|3.2|-0.23|White|White
White|Female|43.0|3.7|0.88|White|White
White|Female|36.0|3.7|-0.13|White|White
White|Female|37.0|3.8|-0.88|White|White
White|Male|37.0|3.6|1.49|White|White
White|Female|37.0|3.3|-0.6|White|White
White|Male|38.0|3.3|-0.46|White|White
White|Female|37.0|3.3|-1.24|White|White
White|Female|38.0|3.6|1.36|White|White
White|Male|36.0|3.2|0.26|White|White
White|Male|37.0|3.4|0.16|White|White
White|Male|39.0|2.8|1.04|White|White
White|Female|38.0|3.1|0.51|White|White
Hispanic|Female|35.0|3.3|0.01|NonWhite|Latino
White|Male|36.0|3.6|0.94|White|White
White|Male|40.0|2.9|1.36|White|White
White|Male|39.0|3.5|1.61|White|White
White|Male|41.0|3.0|1.66|White|White
White|Male|35.0|3.2|-0.17|White|White
White|Male|38.0|3.5|0.58|White|White
White|Female|35.5|3.3|-0.28|White|White
White|Male|38.0|3.2|0.08|White|White
White|Female|39.0|3.2|-0.52|White|White
White|Male|36.0|3.1|-0.85|White|White
White|Female|36.0|3.6|1.58|White|White
White|Female|38.0|3.5|0.17|White|White
White|Male|38.0|2.9|0.65|White|White
White|Female|37.0|3.2|0.65|White|White
Asian|Female|37.0|3.5|-1.91|NonWhite|Asian
White|Male|36.0|3.7|-0.24|White|White
White|Male|39.0|3.5|1.2|White|White
White|Male|36.0|3.2|-1.56|White|White
White|Female|35.0|3.7|0.58|White|White
White|Male|38.0|3.1|-0.1|White|White
White|Female|34.0|3.4|0.37|White|White
White|Female|36.0|3.5|-1.07|White|White
White|Female|35.0|3.7|0.72|White|White
White|Male|34.0|3.5|0.05|White|White
White|Female|37.0|3.4|-0.1|White|White
White|Female|38.0|3.4|1.88|White|White
White|Female|37.0|3.0|0.51|White|White
White|Female|42.0|3.2|1.43|White|White
White|Male|35.0|3.5|0.97|White|White
White|Female|37.0|3.1|1.33|White|White
White|Female|35.0|3.9|2.08|White|White
White|Male|34.0|3.7|-0.85|White|White
White|Female|36.0|4.0|-0.6|White|White
White|Female|42.0|3.0|-0.59|White|White
Asian|Male|34.0|3.6|0.94|NonWhite|Asian
White|Male|41.0|2.9|-0.2|White|White
White|Female|36.0|3.2|-0.33|White|White
White|Male|39.0|3.2|0.05|White|White
White|Male|35.0|3.5|0.12|White|White
White|Female|39.0|3.4|0.19|White|White
White|Male|36.0|3.5|-0.24|White|White
Asian|Male|39.0|3.1|-0.03|NonWhite|Asian
White|Female|39.0|3.5|1.11|White|White
White|Female|35.0|3.3|-0.52|White|White
White|Male|36.0|3.3|0.72|White|White
White|Male|35.0|3.5|0.19|White|White
White|Male|35.5|3.7|1.03|White|White
White|Female|33.5|3.7|-1.07|White|White
White|Male|34.5|3.2|0.62|White|White
White|Female|35.0|2.9|-1.24|White|White
White|Female|36.0|3.6|2.1|White|White
White|Male|37.0|3.0|-0.29|White|White
White|Male|41.0|2.8|0.2|White|White
White|Male|36.0|3.4|0.22|White|White
White|Male|38.0|2.5|0.24|White|White
Asian|Male|28.0|3.5|-0.33|NonWhite|Asian
White|Female|37.0|2.7|-1.4|White|White
White|Male|34.0|3.8|0.8|White|White
White|Female|37.0|3.2|-0.83|White|White
White|Female|37.0|4.0|-0.13|White|White
White|Male|41.0|2.5|1.15|White|White
Asian|Male|35.0|3.2|-0.46|NonWhite|Asian
White|Female|34.5|3.3|-0.02|White|White
White|Female|40.0|3.3|0.51|White|White
White|Female|36.0|2.9|-1.38|White|White
White|Female|37.0|3.5|2.33|White|White
White|Male|42.0|2.6|0.49|White|White
White|Male|38.0|3.9|1.93|White|White
White|Male|36.0|3.2|-0.02|White|White
White|Male|36.0|3.4|0.04|White|White
White|Female|37.0|3.4|1.09|White|White
White|Male|36.0|2.9|-0.89|White|White
White|Male|36.0|3.0|-1.4|White|White
White|Male|35.0|3.3|0.41|White|White
White|Female|32.0|3.6|-0.41|White|White
White|Male|35.0|3.2|-0.89|White|White
White|Male|36.0|3.0|-1.11|White|White
Other|Female|36.0|3.1|1.61|NonWhite|Other
White|Female|36.0|2.8|1.03|White|White
White|Male|37.0|3.5|0.64|White|White
White|Male|34.0|3.5|0.51|White|White
Asian|Male|34.0|3.4|0.66|NonWhite|Asian
Asian|Female|31.0|2.9|0.14|NonWhite|Asian
White|Female|42.0|3.9|-0.56|White|White
White|Female|35.0|3.4|0.51|White|White
White|Female|39.0|3.4|2.24|White|White
White|Male|37.0|3.0|-0.35|White|White
White|Male|34.3|2.6|-0.58|White|White
White|Male|37.0|2.4|0.43|White|White
White|Male|43.0|3.4|0.57|White|White
White|Male|36.0|2.8|-0.35|White|White
White|Male|39.0|2.8|1.83|White|White
White|Female|38.0|3.7|0.95|White|White
Asian|Female|29.0|3.4|0.2|NonWhite|Asian
White|Female|35.0|2.9|-0.02|White|White
White|Female|31.5|3.5|2.1|White|White
White|Female|34.0|3.5|0.84|White|White
White|Male|37.0|3.4|0.2|White|White
White|Male|35.0|3.1|0.33|White|White
White|Male|42.0|2.6|1.13|White|White
White|Female|37.0|3.5|0.74|White|White
White|Female|33.0|3.6|1.11|White|White
White|Male|35.0|3.5|1.48|White|White
Amerindian|Male|38.0|2.2|0.57|NonWhite|Other
White|Female|36.0|3.3|-0.76|White|White
White|Female|38.0|3.6|0.25|White|White
White|Male|30.0|3.6|-0.79|White|White
White|Male|36.0|3.7|0.91|White|White
White|Female|33.5|3.7|0.5|White|White
White|Female|36.0|3.6|0.84|White|White
White|Female|25.0|3.5|0.57|White|White
White|Male|40.0|2.9|-0.68|White|White
White|Male|36.0|3.7|-1.28|White|White
Mexican|Female|26.0|2.8|-1.26|NonWhite|Latino
White|Female|34.0|3.2|-0.18|White|White
White|Male|36.0|3.8|0.03|White|White
White|Female|31.5|3.4|0.47|White|White
White|Female|39.0|2.6|0.68|White|White
White|Female|27.0|3.0|-1.07|White|White
White|Male|47.0|2.6|0.78|White|White
White|Female|30.0|3.8|1.54|White|White
Asian|Male|39.0|2.6|0.7|NonWhite|Asian
White|Male|42.0|3.0|0.57|White|White
White|Female|37.0|3.8|-1.18|White|White
White|Female|27.5|3.6|-0.18|White|White
White|Female|34.0|3.7|-0.63|White|White
White|Female|39.0|3.1|-0.55|White|White
White|Female|35.0|3.0|0.18|White|White
Amerindian|Male|34.0|3.8|0.78|NonWhite|Other
Mexican|Male|25.0|2.6|-0.08|NonWhite|Latino
White|Female|41.0|3.2|-0.08|White|White
White|Female|39.0|3.0|0.86|White|White
White|Female|39.0|3.1|1.44|White|White
White|Female|34.0|3.0|0.39|White|White
White|Male|28.0|3.1|-0.29|White|White
White|Male|37.0|3.2|-0.92|White|White
White|Male|37.0|3.6|1.54|White|White
White|Female|30.5|3.4|0.39|White|White
White|Female|34.0|3.3|1.18|White|White
White|Male|34.0|3.4|0.05|White|White
White|Female|25.0|2.9|-1.46|White|White
White|Male|31.5|2.9|-0.03|White|White
White|Female|37.0|3.8|0.05|White|White
White|Female|33.0|3.7|0.1|White|White
White|Female|36.0|3.1|0.84|White|White
White|Female|32.0|3.2|0.16|White|White
White|Male|43.0|3.5|1.67|White|White
White|Female|35.0|3.9|-0.18|White|White
White|Female|34.5|3.0|-0.03|White|White
White|Female|39.0|2.9|-1.75|White|White
White|Female|27.5|2.7|0.0|White|White
White|Male|41.0|3.3|0.05|White|White
White|Male|38.0|3.2|0.26|White|White
White|Female|35.0|3.8|2.06|White|White
White|Male|40.0|2.5|-0.81|White|White
White|Female|31.0|3.0|-0.03|White|White
White|Male|27.0|3.2|-0.37|White|White
White|Female|40.0|3.8|-0.54|White|White
White|Female|36.0|2.9|-0.95|White|White
White|Male|39.0|3.1|-0.38|White|White
White|Male|40.0|3.4|0.12|White|White
White|Female|37.0|3.7|-0.59|White|White
White|Female|43.0|3.1|0.42|White|White
White|Male|38.0|3.2|1.28|White|White
White|Male|34.0|3.4|-0.47|White|White
White|Male|42.0|3.2|0.02|White|White
White|Male|39.0|3.3|0.58|White|White
White|Male|39.0|3.3|0.12|White|White
Mexican|Female|36.0|3.3|0.98|NonWhite|Latino
