"LSAT"|"UGPA"|"female"|"male"|"white"|"nonwhite"|"U_UGPA"|"U_LSAT"
"821"|34|2.5|0|1|1|0|-0.488269857196044|0.0192398762317768
"822"|38|2.5|0|1|1|0|-0.525272382646215|0.0308329420422538
"830"|39|2.8|0|1|1|0|-0.2537455348249|-0.0287662428410631
"831"|36|3.4|1|0|0|1|0.234337428141005|-0.0162548396902383
"834"|39|3.2|0|1|1|0|-0.0470985307185181|-0.0184263603597662
"836"|39|2.7|0|1|1|0|-0.441256362239857|0.0302833180028869
"839"|40|3.8|1|0|1|0|0.341684037355221|0.0486882102125169
"841"|28|3.3|0|1|1|0|0.115861082021934|0.0570692670488756
"842"|37|2.4|1|0|1|0|-0.782048880359548|-0.0102492945627244
"843"|35|3.1|0|1|1|0|-0.0472792222186559|0.00778152239335595
"844"|36|2.1|1|0|1|0|-0.945673734449977|0.0160223603945912
"845"|38|3.3|0|1|1|0|0.0657613293018732|-0.0467586317369275
"848"|36|2.9|1|0|1|0|-0.208068289969687|0.0767451101718479
"850"|36|2.6|1|0|1|0|-0.559972971953331|-0.0230374356851219
"851"|34|3.3|1|0|1|0|-0.0506286936467646|0.0276244332499614
"853"|35|3.7|1|0|1|0|0.336029406753033|-0.121866757436053
"856"|38|3|0|1|1|0|-0.163919259271253|0.0184802056344483
"857"|37|4|1|0|1|0|0.498768858012818|-0.0106848331744972
"858"|36|2.9|0|1|1|0|-0.221175513719781|0.074941214715747
"866"|31|3.8|0|1|1|0|0.427304616535314|-0.0128562764495626
"868"|43|2.7|0|1|1|0|-0.334366699711063|0.0174386119125126
"870"|38|3.3|0|1|1|0|0.113516851022634|0.0260922156585506
"871"|29|2.9|0|1|0|1|-0.0197198698620933|0.0048547481082364
"872"|41|2.7|0|1|1|0|-0.361268622291748|0.044401236382361
"875"|36|2.8|0|1|0|1|-0.118899724178572|-0.0331978231966022
"879"|39|3|1|0|1|0|-0.220030853817792|0.0674886645348049
"881"|31|3.2|0|1|0|1|0.190104858488874|-0.0466527573976622
"885"|37|3.3|0|1|1|0|0.0957728262161729|-0.0429304639388133
"886"|33|3.4|0|1|1|0|0.112269631447896|-0.00785185744788555
"887"|34|3.6|0|1|1|0|0.296264579569228|0.0336781897475404
"888"|38|2.8|0|1|1|0|-0.267623297841535|-0.0387586493091535
"889"|34|3.7|0|1|1|0|0.355498408996408|0.0385748716226451
"890"|39|3.2|0|1|1|0|0.0184210042666035|0.00307662503740289
"895"|43|3.7|0|1|1|0|0.378060794204062|-0.011285049119601
"897"|35|3.6|1|0|1|0|0.20278730003074|-0.046719650596923
"899"|38|3.3|0|1|1|0|0.0861165688281347|-0.00555067621559371
"900"|36|3.8|1|0|1|0|0.301661580190654|-0.00241273800187269
"902"|32|3.1|1|0|0|1|-0.0191329108364471|0.00930453266453502
"903"|40|2.9|1|0|0|1|-0.135115411994702|0.0231611602239124
"904"|37|3|0|1|1|0|-0.112328729235811|-0.0176579771978532
"905"|42|3.2|0|1|1|0|-0.0228911108679659|0.0346535658513139
"906"|39|2.8|1|0|1|0|-0.361464910560852|0.0646225857359036
"908"|37|2.6|0|1|1|0|-0.425642688090738|-0.0797835258314522
"909"|34|3.4|1|0|1|0|0.0914108210822603|0.0744581722496994
"912"|38|3.6|0|1|1|0|0.250538097789313|0.00799567778746569
"913"|39|2.5|0|1|0|1|-0.342235780768565|-0.0221119467451916
"916"|30|3.5|0|1|0|1|0.399386312458762|-0.0395095876349473
"918"|30|2.8|1|0|1|0|-0.366578658143561|-0.0155898976138062
"919"|41|2.8|0|1|1|0|-0.297943854248578|-0.00851971919882133
"920"|38|3.1|1|0|1|0|-0.219370854405452|-0.0744273287695124
"923"|36|3.5|0|1|1|0|0.247378171262671|0.0444385161885934
"924"|38|3.2|1|0|0|1|0.0434801240952553|-0.028799769135617
"925"|34|2.6|0|1|1|0|-0.441574611686508|0.0202152380937848
"926"|34|3.5|0|1|1|0|0.265471434618059|-0.0511335096561192
"927"|32|2.5|1|0|0|1|-0.471697166875024|0.145226918282672
"929"|44|3.1|0|1|1|0|-0.103484353745538|0.0497438507580482
"930"|33|2.8|0|1|1|0|-0.245423756800847|-0.0564630231438417
"931"|36|3.1|0|1|1|0|-0.08959212273402|-0.0316821464236017
"933"|36|3.5|0|1|1|0|0.274961635786266|-0.0318539472089268
"934"|33|3.1|1|0|1|0|-0.175487095446303|-0.0880247941297344
"935"|26|3.6|1|0|0|1|0.343045440733434|-0.0507464624794798
"936"|38|2.9|0|1|1|0|-0.199643620226937|-0.0379918894497731
"939"|30|3.6|1|0|1|0|0.173457905884594|0.0429741267779036
"942"|38|3.1|1|0|1|0|-0.275518681720679|0.0197373370549453
"946"|35|3.2|1|0|1|0|-0.121621234120421|-0.0209984197604764
"951"|32|3.3|0|1|0|1|0.223288067626292|0.00792004392212554
"953"|39|3.6|0|1|1|0|0.194925737650905|-0.0234149888761961
"954"|38|3.2|0|1|1|0|-0.0366457900976789|-0.0565277777002517
"958"|35|3|1|0|1|0|-0.210299430107913|0.0666620110007627
"961"|35|3.9|0|1|1|0|0.531580186745939|0.0301131351539031
"962"|36|3.5|1|0|1|0|0.130909356733873|-0.00542778280341103
"965"|40|2.8|0|1|1|0|-0.254950595321498|-0.0212451771557369
"966"|41|3.2|0|1|1|0|-0.0317736313192125|0.0207532416855854
"968"|36|3.2|0|1|1|0|-0.0897523731584637|0.0235180214761282
"971"|36|3.7|1|0|1|0|0.258063326738837|-0.00761539142704339
"972"|37|3.8|1|0|1|0|0.324898287022403|0.0355750700581617
"973"|37|3.6|0|1|1|0|0.290937356765327|-0.0270885021907832
"974"|37|3.3|1|0|1|0|-0.0522134503054476|0.0316887300857507
"976"|37|3.3|1|0|1|0|-0.0550847599290713|-0.0537565493846804
"979"|37|3.4|0|1|1|0|0.139731502342969|0.0146063316478546
"980"|39|2.8|0|1|1|0|-0.273311653813309|0.0907129744304766
"983"|36|3.6|0|1|1|0|0.268230168891031|0.0261740608304171
"985"|39|3.5|0|1|1|0|0.227151772622393|-0.0616599960884204
"987"|35|3.2|0|1|1|0|-0.00102572777266202|0.00915175100403609
"988"|38|3.5|0|1|1|0|0.136752958893316|0.0255212635640914
"990"|38|3.2|0|1|1|0|0.0137715437880792|-0.103611906135008
"991"|39|3.2|1|0|1|0|-0.0782258650720112|-0.0110185296776148
"992"|36|3.1|0|1|1|0|-0.00366885480678804|0.0557517763333936
"994"|38|3.5|1|0|1|0|0.105695691820318|-0.0547080476834608
"998"|36|3.7|0|1|1|0|0.375799054987027|-0.00570718653909863
"999"|39|3.5|0|1|1|0|0.132928457105774|-0.0358344766500329
"1001"|35|3.7|1|0|1|0|0.227775825155062|0.0543872456812969
"1002"|38|3.1|0|1|1|0|-0.0936422873435162|-0.0116048825405296
"1005"|35|3.7|1|0|1|0|0.339083273965995|-0.0146506700843676
"1010"|42|3.2|1|0|1|0|-0.125922996319215|-0.0620467503314078
"1011"|35|3.5|0|1|1|0|0.206983336252094|0.0655034717918029
"1019"|36|3.2|1|0|1|0|-0.051674335631276|0.0091112663316305
"1020"|39|3.2|0|1|1|0|-0.00604515878371834|0.0459571808445597
"1021"|35|3.5|0|1|1|0|0.252685235526339|0.0189621776712761
"1023"|36|3.5|0|1|1|0|0.247288249544046|0.0400612319068298
"1030"|34|3.7|1|0|1|0|0.264280356569204|-0.00295185657223165
"1032"|35|2.9|1|0|1|0|-0.309440521793945|-0.00182279319951833
"1033"|36|3.6|1|0|1|0|0.190806326241924|-0.0465241583498726
"1034"|37|3|0|1|1|0|-0.092713110802722|-0.0489470948907206
"1035"|41|2.8|0|1|1|0|-0.30255523285768|-0.0237812732772868
"1036"|36|3.4|0|1|1|0|0.0500828186289748|-0.0267869917077569
"1037"|38|2.5|0|1|1|0|-0.529705284609448|-0.0125349010698888
"1038"|28|3.5|0|1|0|1|0.364692846648157|0.00675741482443428
"1040"|34|3.8|0|1|1|0|0.507882167901706|-0.00984836230407354
"1041"|37|3.2|1|0|1|0|-0.0368058706746812|-0.0637721690406606
"1042"|37|4|1|0|1|0|0.467967334983671|-0.0481843514799268
"1043"|41|2.5|0|1|1|0|-0.513114137839528|0.00752192665042086
"1049"|42|2.6|0|1|1|0|-0.487466633752758|-0.0185384619710218
"1051"|36|3.2|0|1|1|0|-0.0491023812481846|0.0495033594949433
"1054"|36|2.9|0|1|1|0|-0.15132526890129|0.0112058802609832
"1055"|36|3|0|1|1|0|-0.144908973957879|0.0775633454193299
"1057"|32|3.6|1|0|1|0|0.215810108819776|-0.0329874115666157
"1059"|36|3|0|1|1|0|-0.159242475902848|0.0764180805329623
"1060"|36|3.1|1|0|0|1|-0.019664658105118|-0.0556260856123422
"1061"|36|2.8|1|0|1|0|-0.429810840472373|-0.048551258418464
"1062"|37|3.5|0|1|1|0|0.247017144390185|-0.0968486736897279
"1063"|34|3.5|0|1|1|0|0.279801442671278|0.00321727751691387
"1064"|34|3.4|0|1|0|1|0.382888159755536|-0.00905501897307261
"1065"|31|2.9|1|0|0|1|-0.144253964604777|0.00925987966749073
"1067"|35|3.4|1|0|1|0|0.0851478311931439|0.0393242186280085
"1070"|34|2.6|0|1|1|0|-0.453968508707741|0.0382409094623582
"1071"|37|2.4|0|1|1|0|-0.556441887609969|0.0206236764862321
"1075"|38|3.7|1|0|1|0|0.261403065599993|-0.0161093225111261
"1076"|29|3.4|1|0|0|1|0.28850079411958|0.0468584150484567
"1077"|35|2.9|1|0|1|0|-0.271071584605215|0.0246440608561013
"1083"|37|3.5|1|0|1|0|0.131210228783953|-0.10596476115644
"1084"|33|3.6|1|0|1|0|0.125041391679756|0.0778294502487577
"1086"|38|2.2|0|1|0|1|-0.677184957956117|-0.0306560158111132
"1088"|38|3.6|1|0|1|0|0.20523646000969|0.0571544894001897
"1089"|30|3.6|0|1|1|0|0.322021861733356|0.0221225145854461
"1090"|36|3.7|0|1|1|0|0.375443876993897|0.0102739348902673
"1091"|34|3.7|1|0|1|0|0.251787502388481|0.00201508474434369
"1092"|36|3.6|1|0|1|0|0.19705243002247|-0.00712205410935816
"1093"|25|3.5|1|0|1|0|0.122894020565789|-0.0106875834985819
"1094"|40|2.9|0|1|1|0|-0.247806545038384|-0.0696834313587659
"1096"|26|2.8|1|0|0|1|-0.178620168366368|-0.0549513670879723
"1098"|36|3.8|0|1|1|0|0.459734825059708|0.0430962705155513
"1099"|32|3.4|1|0|1|0|0.121647329839799|0.00656572704941204
"1101"|27|3|1|0|1|0|-0.227702926960058|-0.0366125048087858
"1103"|30|3.8|1|0|1|0|0.261078381961039|-0.0492780585569537
"1108"|34|3.7|1|0|1|0|0.2673511001783|0.0295237740592322
"1109"|39|3.1|1|0|1|0|-0.0973411278303775|0.0604634935522492
"1112"|25|2.6|0|1|0|1|-0.258779131563875|-0.02040910620503
"1114"|39|3|1|0|1|0|-0.269210082970458|0.0310446693237939
"1115"|39|3.1|1|0|1|0|-0.166892168406995|0.0291385670168932
"1116"|34|3|1|0|1|0|-0.21526341807445|0.010576030578272
"1117"|28|3.1|0|1|1|0|-0.0826339603920057|0.0724462903872204
"1119"|37|3.6|0|1|1|0|0.266105287791824|-0.0680706285257765
"1121"|34|3.3|1|0|1|0|-0.0487019808065595|0.0687333109062459
"1123"|25|2.9|1|0|1|0|-0.34140643503222|-0.00116239296586561
"1128"|32|3.2|1|0|1|0|-0.130874040263893|0.0190961053499433
"1130"|35|3.9|1|0|1|0|0.380374554072305|-0.0465917801187549
"1132"|39|2.9|1|0|1|0|-0.364722523848955|0.0158057059680007
"1134"|41|3.3|0|1|1|0|0.111860277578023|0.103549631107733
"1135"|38|3.2|0|1|1|0|-0.0177612768579416|-0.00432381819964567
"1137"|40|2.5|0|1|1|0|-0.434067419010469|0.0271988727036403
"1144"|37|3.7|1|0|1|0|0.276380928422573|0.0543752654243046
"1145"|43|3.1|1|0|1|0|-0.13106652574826|-0.0517224447333438
"1147"|34|3.4|0|1|1|0|0.169519528976444|-0.0254443499483399
"1155"|40|3.3|0|1|1|0|0.0611623202139085|0.0484216820782362
"1156"|40|3|0|1|1|0|-0.138287655426766|0.0351362264797607
"1160"|32|2.6|1|0|0|1|-0.375048501577588|0.0573068875948898
"1161"|39|3.8|0|1|0|1|0.556772678448335|-0.0853563201523956
"1162"|33|3.8|1|0|1|0|0.285431881547979|-0.0526160515076961
"1163"|36|3.1|0|1|0|1|0.106675536811197|0.0730577255898673
"1164"|38|3.4|0|1|1|0|0.153478123703705|-0.0486497862199046
"1165"|36|3.5|1|0|1|0|0.124771940338012|0.0934331949333052
"1167"|37|3.8|0|1|1|0|0.460824576573373|-0.00910445686690759
"1169"|40|2.8|0|1|1|0|-0.376639406642987|-0.0946342941431244
"1170"|39|2.6|0|1|1|0|-0.401773734664118|0.0891839346379863
"1173"|28|3|0|1|1|0|-0.174634918077033|-0.0664797498057613
"1174"|37|3.5|1|0|1|0|0.160122015433767|0.00612684417627283
"1176"|40|3.4|0|1|1|0|0.158679960585968|-0.00470268661920918
"1178"|41|3.7|1|0|1|0|0.299053601941954|-0.0139337152805157
"1184"|41|3.1|1|0|1|0|-0.224848328972427|-0.0263694889790869
"1188"|28|3.9|0|1|1|0|0.548281482870527|-0.0395279457495783
"1189"|34|3.8|0|1|1|0|0.437884906323264|0.0702041553219797
"1190"|41|3.3|1|0|1|0|-0.00638683505658889|0.0678206646205134
"1191"|37|3.3|1|0|1|0|0.0643793070532585|0.0069383398461344
"1192"|40|3.9|1|0|1|0|0.485538169963644|0.0315072940481433
"1197"|31|2.9|1|0|0|1|-0.158651421886508|0.00747273021510585
"1198"|30|2.4|1|0|0|1|-0.560862906414158|-0.0263664542457953
"1199"|43|2.5|0|1|1|0|-0.522783339164573|-0.0559316982462716
"1200"|42|3.7|1|0|1|0|0.270025749231952|0.0036813744175209
"1201"|39|3.1|0|1|1|0|-0.029531238336334|-0.0530279415974514
"1212"|37|3.6|0|1|1|0|0.242653170702123|0.0416663671412372
"1214"|46|3.3|1|0|1|0|-0.0452982132575856|0.0320847528411196
"1215"|37|3.4|0|1|1|0|0.131628474858965|0.0891171054026487
"1216"|43|3.7|1|0|1|0|0.257939475446203|-0.0262886735294282
"1218"|28|3.7|0|1|1|0|0.388891702887369|-0.0030236189403719
"1220"|36|3.7|1|0|1|0|0.268498039148884|-0.0725952816600958
"1224"|42|3.5|0|1|1|0|0.190623886346122|0.0158855200917403
"1225"|31|2.2|0|1|0|1|-0.689864466200606|-0.0286107625923028
"1227"|42|3.1|0|1|1|0|-0.0404341621143003|0.00455769585240094
"1228"|38|3.4|1|0|1|0|0.0448846519431191|-0.0865398760771295
"1229"|42|3.3|1|0|1|0|-0.0693950520450556|-0.012104408610405
"1230"|42|3|0|1|1|0|-0.158322941288016|0.0365751255758385
"1232"|38|3.6|1|0|1|0|0.158124336897022|0.0102951696839758
"1233"|32|3.4|1|0|1|0|0.0201864219967243|0.0281507097918631
"1234"|38|3|0|1|1|0|-0.158105449736025|-0.0294366246088782
"1235"|26|2.9|0|1|0|1|-0.0293968921327849|-0.00414100313592054
"1237"|33|3.1|1|0|0|1|-0.0145375546702705|0.0429053943376894
"1238"|43|3.6|1|0|1|0|0.100238315510831|-0.00295584257386664
"1241"|41|3.4|0|1|1|0|0.213544387662517|0.000200683005821174
"1247"|37|3.6|1|0|0|1|0.438602389397741|-0.0652764247104904
"1249"|39|3.3|0|1|1|0|0.102417939851095|0.0963116970166857
"1256"|38|3.1|1|0|1|0|-0.200209633444511|0.01646039517663
"1259"|40|3.5|1|0|1|0|0.115210603270218|0.0561184109022417
"1270"|34|3.5|0|1|1|0|0.268378643119108|-0.054355231080787
"1271"|37|3.7|0|1|1|0|0.446259288836639|-0.0139283203470157
"1273"|39|3.6|0|1|1|0|0.327302789338489|0.0673053049648523
"1274"|38|3.7|0|1|1|0|0.419386644275884|-0.00229763967872009
"1278"|24|2.6|1|0|0|1|-0.397186048335092|-0.0259970172772505
"1280"|31|3.8|0|1|1|0|0.428286143599629|-0.0973941661859418
"1283"|45|3.2|0|1|1|0|-0.0377615886532049|-0.0194491683397045
"1285"|35|3.4|1|0|0|1|0.164321276342617|-0.0121021472625999
"1286"|42|3.2|0|1|1|0|0.070159277639925|-0.056546850776721
"1288"|36|3.9|0|1|1|0|0.549057293037032|-0.0432672388793157
"1289"|39|3.4|0|1|1|0|0.143927644035613|0.0345729504000168
"1291"|36|3|0|1|1|0|-0.14919059900652|0.0161411884226948
"1294"|41|3.5|0|1|1|0|0.20880731488916|0.00634399516747612
"1296"|37|3.7|0|1|1|0|0.31929646406729|0.0679768750034695
"1298"|44|3.2|0|1|1|0|0.0520474976379718|0.120505619130214
"1299"|43|3.1|1|0|1|0|-0.161674339778379|0.00734003469324817
"1300"|40|3.7|1|0|1|0|0.259120169468247|0.0489508402193434
"1301"|45|3.2|0|1|1|0|0.0562030923496995|0.071756830265883
"1303"|39|3.5|0|1|1|0|0.166133726193083|0.0366287518319854
"1304"|40|3.6|1|0|1|0|0.172773917993575|0.0511236049034346
"1305"|46|3|0|1|1|0|-0.151061215239658|0.0212251799164847
"1307"|42|3.5|1|0|1|0|0.0794305715317028|-0.106626327270558
"1308"|33|3.7|0|1|0|1|0.521873364166427|0.044274529967486
"1309"|44|3.2|0|1|1|0|0.0261973819956709|-0.0534517882992012
"1310"|33|3.6|0|1|0|1|0.388754034057497|0.136615346281986
"1311"|45|3.3|0|1|1|0|0.0397522396671328|0.0504525701682446
"1312"|32|3.2|0|1|0|1|0.15754981853755|-0.0365569160317762
"1314"|38|3|0|1|0|1|0.046618307257793|-0.00194552857802309
"1315"|42|3.6|1|0|1|0|0.170499850623944|-0.0569139922196003
"1316"|41|3.9|0|1|1|0|0.505001278314439|0.0363066905951566
"1318"|42|3.7|0|1|1|0|0.323775728414493|0.0522269365878313
"1319"|39|3.8|0|1|1|0|0.446201210696463|-0.00237801403268308
"1324"|41|3.8|1|0|1|0|0.339849308955055|0.0847141032828257
"1325"|43|2.6|0|1|0|1|-0.219760325644623|-0.00743713293644888
"1329"|43|3.6|1|0|1|0|0.188294404545039|0.0375828404224351
"1330"|39|3.6|1|0|1|0|0.240480177971126|0.112164355568609
"1331"|30|3.5|0|1|1|0|0.148509164316411|-0.0133250726607919
"1333"|39|2.9|1|0|0|1|-0.136923037106617|-0.0562935825658426
"1334"|42|3.6|0|1|1|0|0.316372090939417|-0.0383547459712081
"1335"|43|3.4|0|1|1|0|0.176208368904222|0.0182809799437442
"1337"|31|3.1|0|1|0|1|0.102689069592254|0.013606977847737
"1338"|41|3.5|1|0|1|0|0.141201685819541|-0.0158985886421053
"1340"|36|3|1|0|0|1|-0.0660307926507884|-0.0775645762010265
"1342"|41|3.2|0|1|1|0|-0.0088095378496209|0.0475776496505932
"1343"|46|3.2|1|0|1|0|-0.102235117875481|-0.0271166672301413
"1344"|41|3.6|1|0|1|0|0.191900099393188|-0.00527054345072822
"1345"|44|3.3|1|0|1|0|0.00787057692737963|0.0599060042810266
"1346"|38|3.7|1|0|0|1|0.528606874429183|-0.00558761921015925
"1347"|39|3.5|0|1|0|1|0.387039388703161|-0.0110700071978712
"1349"|39|3.4|1|0|0|1|0.251493080253671|-0.00933630099396815
"1350"|46|4|1|0|1|0|0.488808419864773|-0.0292650064987495
"1351"|48|3.2|1|0|1|0|-0.122690837422804|0.0446596240790583
"1354"|43|3.6|0|1|1|0|0.280910300486751|-0.12908665420118
"1355"|28|3|0|1|0|1|-0.0369369018520462|0.065064610009159
"1357"|42|3.4|0|1|0|1|0.342369805886123|-0.013918692711845
"1361"|43|3.7|0|1|1|0|0.327534190321775|-0.0253520036747422
"1362"|42|3.7|0|1|1|0|0.371448104104452|0.0565440633667354
"1363"|44|3.5|0|1|1|0|0.219037974806264|0.088193064937694
"1364"|47|2.7|0|1|1|0|-0.36096953780253|0.0685320831468193
"1365"|41|2.4|1|0|0|1|-0.537901428030981|0.0427560081164104
"1369"|40|3.6|0|1|1|0|0.241881229480877|-0.0509926094163587
"1370"|41|3.4|1|0|1|0|0.0224427235984779|-0.0268328994359961
"1372"|36|3.4|0|1|1|0|0.0732100537654057|0.0604066859661244
"1376"|30|3.8|1|0|1|0|0.304667612277127|-0.0171524427923464
"1377"|32|3|1|0|1|0|-0.229984795951223|0.0508351734375983
"1379"|40|2.8|1|0|1|0|-0.354534641833192|-0.000217562778491287
"1381"|40|3.4|1|0|1|0|0.0213234753116283|-0.00482387398405433
"1384"|41|3|0|1|1|0|-0.0852542940833907|0.00760593378818674
"1386"|36|3.5|1|0|0|1|0.309881259425673|0.0707545529475632
"1387"|38|3.2|1|0|1|0|-0.0559224463698858|-0.0116210517682114
"1388"|36|3.8|1|0|1|0|0.34982553546767|-0.0383076157127133
"1392"|37|2.7|0|1|1|0|-0.348324679568226|-0.0131331156918757
"1396"|36|3.6|1|0|1|0|0.172949043001421|0.0693487930092331
"1397"|24|3.6|1|0|0|1|0.391475059123906|-0.0207727571247809
"1398"|34|3.1|0|1|1|0|-0.0443322777833197|0.00105807928385909
"1399"|27|3.3|0|1|1|0|0.0759836728927804|0.0413048311155629
"1400"|41|3.2|0|1|1|0|-0.173859335335724|0.0503238472028777
"1401"|41|3|0|1|1|0|-0.153694076071843|-0.0234780150164174
"1402"|26|3|1|0|1|0|-0.19807255241291|0.0260847833265155
"1407"|35|3.2|0|1|1|0|0.022636946137795|-0.0789422425639374
"1410"|43|2.8|1|0|1|0|-0.377911413450145|-0.00883206989297912
"1416"|23|2.8|0|1|1|0|-0.348576580619028|-0.0200281306822624
"1417"|37|3.5|0|1|1|0|0.196178295079373|-0.000708575548143292
"1418"|35|2.3|0|1|1|0|-0.678728445763718|0.0420644606467841
"1419"|37|3|1|0|1|0|-0.318353031439843|-0.0114880460746575
"1420"|35|2.3|1|0|1|0|-0.766104567362124|-0.0189781151897468
"1423"|21|2.9|0|1|0|1|-0.0158695214285483|-0.0410727822790168
"1424"|45|2.8|0|1|1|0|-0.271441430335143|0.0868424509089275
"1427"|30|3.2|0|1|1|0|-0.0206993745245829|0.0879564714066676
"1428"|44|3|0|1|1|0|-0.196389173021005|-0.0207259457941774
"1429"|33|3.3|0|1|1|0|0.110468998472205|0.0698171247677956
"1430"|26|3.1|1|0|0|1|-0.0714948321224023|0.066705021306404
"1437"|37|3.4|1|0|1|0|0.114360033688608|0.0593667473745927
"1439"|40|3.2|1|0|1|0|-0.0852318076026198|-0.00206425478129323
"1441"|42|3|0|1|0|1|0.0366654648870789|0.00955171017095131
"1442"|45|3.2|0|1|1|0|0.0228169573465485|-0.00961334834192875
"1445"|41|3.6|0|1|1|0|0.342274813533681|0.0105438378751402
"1448"|41|3.8|1|0|1|0|0.311075468858519|0.0794712818931931
"1452"|45|3.5|0|1|1|0|0.128021013526273|-0.0245834083773785
"1454"|40|3.9|1|0|1|0|0.396344330947213|0.0543769615667422
"1456"|27|3.7|0|1|0|1|0.446484154684681|0.0299189297061932
"1457"|41|3.5|1|0|1|0|0.0955199706233769|0.0340288238689923
"1461"|47|3.5|0|1|1|0|0.211796486957498|0.00719799028615001
"1462"|44|3.4|0|1|1|0|0.0597007859188321|-0.0335520129936134
"1463"|43|3.5|0|1|1|0|0.298670752532815|-0.0288474557092127
"1465"|41|3.7|0|1|1|0|0.33610785881082|-0.0342185249190556
"1466"|44|2.9|1|0|1|0|-0.271167345209552|-0.0010855609897614
"1467"|26|2.5|1|0|0|1|-0.403352862104844|-0.0684710891662477
"1468"|40|4|1|0|1|0|0.576291745976411|-0.0398453684307328
"1469"|41|3.2|0|1|0|1|0.167351867483274|0.120399853787148
"1470"|43|3.3|0|1|1|0|0.0589432268584|0.0588892897356938
"1471"|39|3.5|0|1|1|0|0.274177901719311|0.0204296261881422
"1472"|43|3.6|0|1|1|0|0.324895873828659|0.0309728305987237
"1474"|41|3.5|1|0|1|0|0.115646579468005|0.0412400864705404
"1477"|36|3.6|1|0|1|0|0.207566130044164|-0.000267179312842633
"1482"|40|3.6|0|1|1|0|0.253512271587407|-0.0171086898033742
"1484"|39|3.8|0|1|1|0|0.498536724545387|-0.00961900450622497
"1485"|41|3.5|1|0|1|0|0.146593839855896|0.0418343942150736
"1487"|40|3.6|0|1|1|0|0.301867652360634|0.0615514108236461
"1488"|43|3.2|0|1|1|0|0.0283407646845261|0.0337453988510767
"1491"|41|3.4|0|1|1|0|0.130043887287258|0.0417082819224897
"1492"|41|3.8|0|1|1|0|0.443397383668441|0.0147714093881182
"1494"|39|3.8|1|0|1|0|0.382458822445387|-0.00468485329396845
"1496"|44|3.2|1|0|1|0|-0.0826589790052512|0.0280512625956242
"1497"|42|3.3|0|1|1|0|0.0107103198219512|0.0435409242299652
"1504"|29|2.7|1|0|0|1|-0.332946193513773|0.0185122534914661
"1505"|41|3.3|1|0|1|0|-0.0907612485294744|0.0517150782867961
"1506"|44|3.2|1|0|1|0|-0.16525090190223|-0.0333300296932975
"1508"|44|3.3|1|0|1|0|-0.0240081952786494|-0.0181438342602798
"1511"|31|2.9|0|1|0|1|-0.0898608298482188|-0.0883764821545864
"1512"|40|3.9|1|0|1|0|0.386428640012993|-0.0382054652205922
"1513"|44|3.8|1|0|1|0|0.281344401983186|0.0478845361269742
"1515"|44|3.6|0|1|1|0|0.276171920345448|-0.0260334029130157
"1516"|42|3.1|1|0|1|0|-0.144298883498315|0.00131432238185183
"1517"|46|3.4|0|1|1|0|0.138183297568458|0.0494364909649017
"1530"|44|3|0|1|1|0|-0.139629226164483|-0.037068226858009
"1531"|26|3.1|0|1|0|1|0.14494471138025|0.00919751234221667
"1532"|40|3.6|1|0|1|0|0.230371419623261|0.0386638112048608
"1533"|41|3.6|0|1|1|0|0.233455126617569|0.00232476289167507
"1534"|46|3|0|1|1|0|-0.227668955677844|0.0627507212641544
"1535"|35|3.4|1|0|1|0|0.0568306643271928|-0.108690967281278
"1536"|41|3.4|0|1|1|0|0.108065367852743|0.0175176726343213
"1537"|34|3.8|0|1|1|0|0.338063717436686|-0.00232438715916036
"1539"|34|3.7|1|0|1|0|0.251159693190396|-0.059424622123147
"1540"|39|3|1|0|1|0|-0.177009108930462|-0.000656757914773996
"1546"|39|3.2|1|0|0|1|0.0699011865781951|0.0572382568546203
"1547"|43|3.4|1|0|1|0|0.0695622611462066|-0.0591284442224634
"1548"|37|4|0|1|1|0|0.577377008575062|0.0766486699435729
"1550"|30|3.9|1|0|1|0|0.465745184783235|0.0635316026461602
"1551"|36|2.9|0|1|1|0|-0.22973883017326|-0.0597689534757101
"1553"|38|3.7|0|1|1|0|0.455884713434116|0.0782662930502579
"1554"|37|3.4|0|1|1|0|0.171006898274977|-0.00127419618663462
"1556"|34|3.5|1|0|1|0|0.151990693539393|0.0696142411423451
"1557"|40|2.9|1|0|1|0|-0.197276936425357|-0.0191094478387231
"1558"|31|3.9|0|1|1|0|0.5154538426243|-0.00773164319968867
"1559"|30|3.9|1|0|1|0|0.44260999707474|-0.076923083082432
"1563"|37|3.1|0|1|1|0|-0.0427388325914184|0.0568396270472147
"1570"|43|2.8|0|1|1|0|-0.305337035226538|-0.108838579757193
"1571"|38|3.6|0|1|1|0|0.298974483381596|-0.0792149636022942
